State,Account length,Area code,International plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls
UT,110,415,0,0,271.1,108,237.0,122,239.9,122,9.8,5,2
AZ,124,415,0,0,253.5,104,117.9,123,248.5,104,14.0,2,0
NY,82,415,0,0,167.1,77,131.8,79,187.4,98,9.4,1,6
AL,137,415,0,0,104.7,115,249.8,144,192.3,99,8.9,2,1
IN,69,510,0,0,135.4,101,238.1,124,195.6,102,10.6,2,1
NM,16,510,0,0,144.8,84,164.9,141,231.5,75,8.2,4,2
AL,119,415,0,0,98.8,97,146.9,68,190.7,105,10.0,4,3
MN,124,510,1,0,157.8,71,203.2,114,168.7,82,10.0,2,3
NY,122,415,0,37,163.0,107,312.8,118,200.0,85,11.6,5,1
MD,139,415,0,0,181.6,119,335.7,118,149.8,64,8.3,6,4
KS,67,510,0,0,129.0,78,188.0,116,235.0,102,11.2,3,2
WV,84,408,0,0,86.0,83,260.7,86,98.6,109,8.9,4,1
ID,101,510,0,17,193.9,71,189.8,81,196.3,97,12.6,7,0
LA,40,510,0,0,109.4,107,244.7,102,276.9,123,7.1,7,0
MI,61,415,0,0,188.9,105,153.6,116,213.3,106,10.2,2,2
TN,120,408,1,0,179.9,72,170.0,98,190.6,89,13.8,2,1
CA,95,415,0,0,183.4,98,281.3,95,105.2,113,8.2,8,1
FL,98,408,0,0,288.1,101,137.9,93,206.5,88,0.0,0,0
LA,114,415,0,0,169.2,96,149.9,83,196.9,119,4.6,4,2
CT,22,408,0,0,207.7,116,210.6,99,238.2,88,9.6,5,0
PA,176,415,0,0,169.5,151,112.9,84,56.6,99,8.7,4,0
TX,152,415,0,0,141.5,102,263.0,94,207.1,113,3.4,4,2
VA,118,408,0,0,154.8,71,244.0,73,159.6,81,12.8,4,0
MO,101,415,1,0,133.5,51,219.6,96,210.0,74,11.7,4,1
ND,118,408,0,0,224.6,94,225.9,120,269.0,105,12.5,8,2
FL,105,415,0,0,273.8,97,289.7,106,269.1,126,5.8,3,2
KY,71,415,0,0,104.0,92,197.0,125,110.1,123,14.6,8,0
MD,71,415,0,31,115.4,90,217.4,78,239.9,102,13.1,4,1
IN,68,415,0,0,222.1,107,199.4,102,162.4,107,9.4,3,2
MA,66,415,0,0,116.4,98,95.6,74,181.5,94,10.5,3,3
ND,101,415,0,0,217.7,118,231.7,128,185.3,128,0.0,0,3
VT,116,415,0,0,129.4,84,157.3,89,215.5,77,13.3,3,0
CT,54,415,0,33,161.8,73,273.0,58,153.9,76,13.7,4,0
VA,112,408,0,29,198.8,122,238.6,114,289.5,69,11.5,5,1
MS,122,408,0,45,147.8,85,147.4,93,203.5,110,14.0,5,1
AK,74,415,0,0,262.3,114,198.9,96,165.9,90,6.6,5,3
WY,90,415,0,0,246.4,83,160.3,88,170.9,99,7.6,7,1
NY,112,415,0,0,174.3,123,140.2,124,215.4,89,9.0,6,4
NC,85,510,0,0,183.4,111,168.8,98,199.7,97,9.9,4,4
IL,100,415,0,0,191.9,95,200.9,101,271.9,74,18.2,3,1
OH,114,415,0,0,187.8,109,154.6,97,213.9,102,10.1,3,2
RI,83,510,0,0,259.7,106,152.7,116,224.7,92,10.2,2,0
WY,157,415,1,0,180.4,123,194.0,98,227.3,88,8.4,5,0
OR,51,510,0,0,51.8,107,230.2,104,227.5,118,10.4,4,2
NV,42,415,0,0,303.9,106,232.2,54,147.1,76,5.8,3,1
ND,101,415,0,36,123.7,125,172.6,106,280.5,127,8.8,4,1
OR,112,510,0,0,206.2,122,164.5,94,140.3,101,12.6,7,3
ND,56,510,0,0,164.3,92,233.7,107,187.3,104,11.8,1,2
NJ,53,408,0,0,228.6,117,132.8,123,227.2,124,10.1,2,9
WV,64,415,0,22,200.4,80,131.1,84,230.7,67,7.6,5,1
VA,123,408,0,0,154.3,107,183.0,111,54.0,134,10.9,8,0
ID,68,510,0,30,122.9,93,233.5,91,199.5,144,9.6,2,2
CT,40,510,1,0,220.8,100,265.7,106,212.8,94,6.4,3,0
NM,132,408,0,0,214.6,78,251.7,98,240.8,88,13.9,2,0
CT,120,408,1,0,202.0,123,184.3,78,176.0,89,7.4,2,2
MI,108,408,0,32,209.5,108,109.6,64,189.7,145,9.1,6,6
SC,161,510,0,0,297.9,141,238.1,107,240.5,93,8.9,5,1
SC,130,415,0,0,212.8,102,189.8,137,170.1,105,10.6,4,0
MT,130,408,0,19,152.9,87,213.2,99,205.3,114,10.8,6,2
WY,90,510,0,0,125.4,158,269.1,83,238.6,103,11.0,7,1
NE,139,415,0,25,138.3,96,80.6,79,163.7,83,8.3,8,0
IN,57,415,0,0,189.3,157,174.9,70,221.9,117,11.2,5,3
CO,128,510,0,0,199.3,86,194.8,102,298.2,82,14.3,2,4
MD,107,415,0,0,294.9,71,192.8,78,148.1,87,13.2,5,1
OK,177,408,0,0,175.4,99,155.3,83,179.4,86,11.5,3,1
SD,121,415,0,0,179.4,70,143.0,93,116.3,113,11.2,5,1
SC,99,510,1,39,126.8,94,293.6,115,174.1,91,8.4,4,0
NY,77,415,0,33,143.0,101,212.2,102,104.9,120,15.3,4,5
WV,21,415,0,0,91.9,109,198.4,111,171.7,125,13.0,7,2
WA,56,408,0,0,210.4,80,176.6,96,149.7,56,15.5,4,1
ID,92,415,0,29,201.3,130,203.7,115,129.9,113,6.4,6,1
MN,81,510,0,0,145.6,59,287.9,131,181.7,121,9.2,4,2
TX,139,510,1,31,203.5,82,200.3,72,214.0,112,13.4,6,1
AZ,68,415,0,0,232.4,76,153.3,103,214.6,107,10.5,2,1
DE,183,415,0,8,86.5,119,285.2,97,180.4,133,8.7,2,2
WI,165,408,0,0,156.0,88,276.1,81,175.9,94,9.3,5,1
WI,89,415,0,0,326.3,112,165.1,110,162.9,97,7.5,1,1
NJ,59,510,0,0,195.0,58,198.5,88,304.3,110,14.8,9,0
IL,16,415,1,0,110.0,91,147.3,75,190.5,73,6.4,7,0
DC,114,415,0,0,147.1,119,161.0,111,275.9,106,9.0,3,5
IA,113,510,0,0,156.0,141,256.8,72,175.3,123,11.9,5,2
GA,120,408,0,0,98.2,99,186.7,85,146.7,96,9.3,4,2
AK,115,415,0,0,210.6,120,153.1,84,262.2,79,11.0,5,0
MN,100,415,1,0,159.9,94,179.9,95,154.4,102,11.6,2,2
SC,1,408,0,0,123.8,113,236.2,77,73.2,81,3.7,2,0
MT,97,415,0,15,117.6,97,196.3,126,157.4,113,6.4,3,1
KY,55,415,0,28,105.3,82,197.4,109,187.5,91,8.6,6,2
WV,75,415,0,0,111.7,121,237.3,119,253.5,110,13.1,6,1
ID,83,415,0,0,159.3,104,202.3,98,229.0,73,9.5,3,2
MN,40,510,0,0,81.7,123,210.2,108,212.0,64,11.3,3,6
MA,101,415,0,21,238.0,88,209.6,84,233.0,95,10.0,5,2
MD,120,415,0,40,128.1,99,247.7,78,199.7,121,15.6,3,0
SD,183,415,0,31,171.2,104,193.6,74,196.5,85,10.2,4,1
PA,75,510,0,0,109.0,88,259.3,120,182.1,119,13.3,3,4
KY,80,415,0,0,220.0,114,207.7,76,168.4,137,12.1,3,2
ID,88,415,0,0,55.6,65,242.7,121,176.3,134,11.3,4,0
NY,112,415,0,23,286.6,79,315.3,102,193.9,101,10.3,6,1
NM,63,510,0,0,207.6,96,229.0,112,162.6,131,13.3,2,1
CA,105,415,0,31,109.6,108,249.3,119,321.2,101,8.3,4,4
WY,177,415,0,0,175.7,120,168.6,90,198.9,110,14.6,4,1
NM,118,510,0,0,205.2,115,184.8,137,176.1,115,7.0,6,0
ID,82,510,0,34,232.6,121,153.2,115,286.7,77,4.7,3,3
NC,74,415,0,0,102.7,89,149.3,100,188.1,114,11.0,5,0
AL,125,408,0,0,169.3,90,156.0,138,210.8,106,11.6,6,2
VA,138,415,0,0,251.0,119,91.2,96,142.2,87,13.8,3,3
ID,119,415,0,0,230.4,117,225.0,101,198.5,111,7.6,6,3
NY,137,510,0,0,109.8,120,230.5,86,255.8,103,11.9,6,1
NC,182,415,0,0,279.5,118,203.2,113,174.2,101,10.7,4,2
HI,134,415,0,38,214.4,93,211.7,57,165.0,79,10.0,8,1
DC,45,415,0,0,96.1,103,246.8,134,229.7,92,9.7,4,1
LA,163,408,0,23,224.0,126,233.5,89,293.9,104,8.8,4,1
HI,105,415,0,0,211.1,99,176.7,66,221.5,96,14.7,7,4
FL,119,415,0,0,109.2,96,153.1,80,240.0,102,9.8,5,2
WY,78,408,0,0,220.0,95,179.9,121,188.2,109,11.5,5,0
OR,125,408,0,32,96.5,109,145.8,109,174.4,82,9.4,2,1
IN,88,415,0,0,183.5,93,170.5,80,193.8,88,8.3,5,3
MD,83,408,0,38,107.9,90,140.4,94,253.6,79,10.5,2,0
TN,3,510,1,0,161.0,96,244.9,82,180.8,103,7.7,6,1
WA,48,510,0,0,149.2,146,161.9,109,197.9,109,8.3,2,3
IN,129,415,0,0,137.8,120,225.8,110,145.2,95,10.2,6,1
CO,66,408,0,40,141.7,87,268.3,89,241.3,68,8.5,7,0
TX,80,510,0,22,196.4,115,150.3,109,176.2,75,9.3,1,0
WV,84,408,0,0,146.8,133,171.7,73,234.5,69,9.9,3,1
MA,96,415,0,0,173.9,111,287.4,105,204.8,91,9.1,7,1
TN,123,415,0,34,305.2,80,156.5,109,280.0,81,13.2,7,1
ID,116,510,1,29,162.3,91,279.3,79,192.7,131,11.7,2,3
DE,105,415,1,0,150.0,106,293.8,123,250.7,65,10.3,7,3
VA,80,415,0,0,197.5,114,206.9,119,163.6,109,11.3,4,1
MT,157,408,0,0,240.2,67,153.0,98,249.0,72,10.2,6,2
ID,67,510,0,30,186.2,117,286.7,76,164.3,113,12.9,3,2
MD,79,415,0,17,236.7,95,263.5,56,259.6,107,12.0,4,1
MS,76,408,0,0,173.2,93,131.2,80,170.9,104,5.4,3,0
OH,94,415,0,0,181.3,135,182.4,108,180.6,103,6.7,2,0
AR,109,510,0,0,175.4,125,250.7,87,289.3,74,9.8,9,1
AZ,138,415,0,0,87.6,112,266.9,107,214.6,104,9.8,10,2
SC,73,415,0,0,203.3,45,141.9,87,200.7,71,8.5,6,0
KY,21,415,0,0,92.6,95,161.9,70,285.0,78,11.3,3,5
NE,103,408,0,0,160.8,91,155.8,82,254.3,103,8.5,3,1
MN,79,408,0,32,50.6,62,201.4,87,146.8,121,4.2,4,2
NV,89,415,0,0,134.9,59,156.0,152,197.5,112,10.2,5,1
CA,120,415,0,0,252.1,110,226.1,103,155.6,83,13.8,3,1
UT,121,415,0,41,215.5,95,241.8,92,147.0,108,9.6,3,1
IL,101,415,0,0,124.8,66,257.2,85,193.2,115,13.4,4,0
DC,115,408,0,0,178.7,114,271.0,96,245.9,94,16.4,5,2
IN,168,415,0,0,183.2,131,179.2,73,292.8,100,9.9,5,2
MS,70,510,0,0,147.1,105,200.0,135,234.9,65,12.5,9,3
VT,138,415,0,0,230.1,107,212.0,120,174.9,119,13.2,4,1
VT,43,408,0,0,135.8,125,163.2,88,229.8,106,12.6,3,0
UT,117,510,0,20,205.7,98,136.1,107,159.4,147,8.7,3,2
KY,108,408,0,0,73.8,105,143.4,114,170.2,98,10.9,3,2
VA,118,408,0,0,189.3,119,233.5,112,270.9,104,10.0,1,2
AZ,62,408,0,42,137.3,95,184.2,94,231.4,70,10.2,3,0
NY,86,510,0,0,70.7,125,211.0,113,174.6,107,0.0,0,2
VA,44,408,0,0,204.6,117,205.2,94,164.6,84,10.7,5,0
MD,111,510,0,0,123.1,88,213.9,84,184.9,88,12.0,2,5
MA,127,510,0,19,129.7,115,160.8,101,265.0,63,12.2,3,2
IL,151,415,1,0,198.7,70,209.5,106,281.9,126,12.4,4,0
PA,137,415,0,0,215.9,76,145.4,118,186.9,129,12.1,4,1
TN,106,415,0,0,119.2,142,228.4,139,197.9,61,8.4,9,2
NJ,88,510,0,0,144.3,116,156.4,74,214.7,90,7.8,10,3
VA,106,415,0,0,235.2,121,220.6,87,236.3,91,11.8,4,1
NJ,57,510,1,0,115.0,65,122.3,96,245.0,75,6.4,1,0
WA,184,408,0,0,151.7,93,178.5,77,229.1,111,13.1,8,2
AR,109,510,0,0,153.1,102,234.1,77,329.2,74,9.9,9,3
WI,127,415,0,0,218.6,93,149.9,130,204.6,131,9.2,5,2
ME,174,415,0,0,190.3,98,252.7,70,220.6,97,7.2,9,2
CO,92,415,0,0,184.7,60,262.0,73,239.5,120,12.3,6,2
CO,81,408,0,0,115.3,99,224.7,117,152.5,98,18.0,2,1
CT,119,408,0,0,294.2,100,232.5,53,195.0,64,9.0,1,0
NC,122,415,0,0,215.6,86,167.8,59,207.0,67,6.4,8,3
WY,34,408,0,0,128.8,80,208.7,93,202.1,103,14.0,7,1
FL,90,415,0,24,71.2,82,181.6,103,186.9,111,12.9,1,1
KY,73,408,0,0,94.9,121,253.2,83,175.1,86,14.2,2,2
SC,19,510,0,0,259.4,116,269.7,109,175.3,130,9.5,3,1
WA,120,408,0,28,215.8,123,285.2,76,192.1,78,6.9,3,1
MT,160,415,0,0,97.5,113,268.1,69,255.3,62,13.2,4,3
PA,141,510,0,0,146.5,121,169.9,125,238.8,112,8.2,5,0
VT,72,415,0,0,139.9,117,223.6,96,240.8,93,12.7,4,2
MN,117,408,0,21,153.2,112,263.3,110,135.0,85,11.9,7,1
IL,79,408,1,0,103.5,134,319.3,111,239.9,124,8.4,4,2
AR,87,408,0,0,185.8,119,192.3,83,200.0,96,6.6,4,1
MD,102,415,0,0,129.5,56,354.2,118,145.5,93,10.9,3,1
MT,49,408,0,0,236.6,91,220.9,146,146.8,114,8.9,2,1
VT,67,408,0,0,260.4,107,208.2,104,207.9,115,10.0,2,6
CO,107,415,0,0,167.3,100,163.9,79,185.9,100,6.7,5,2
WA,118,510,0,0,113.0,80,150.1,87,204.3,115,10.8,4,2
TN,120,415,0,0,185.7,133,235.1,149,256.4,78,16.9,6,0
AR,94,408,0,0,136.2,114,165.1,118,137.9,71,9.6,5,0
DC,115,510,0,29,222.6,81,190.3,109,201.2,87,11.5,2,1
MN,61,415,0,0,197.3,67,264.5,106,210.5,116,9.0,6,1
KS,110,510,0,0,208.0,69,95.1,94,178.5,129,8.0,11,1
ND,104,415,0,0,118.5,92,177.8,109,255.7,98,12.1,4,1
MT,16,510,0,0,153.2,65,229.7,90,148.2,94,10.7,8,1
DC,147,408,0,0,168.6,92,187.7,107,216.5,95,14.4,8,2
MS,102,510,1,0,224.2,81,243.3,90,147.8,66,12.0,8,3
IA,64,415,0,43,118.4,100,144.1,108,158.1,91,8.5,6,1
AK,103,510,0,0,190.9,62,226.6,53,230.1,96,7.8,3,2
MN,152,415,0,0,317.8,60,152.9,100,123.4,63,10.4,7,1
WV,124,415,0,0,312.0,112,180.0,109,168.6,94,12.8,4,1
OR,97,415,0,0,146.0,121,203.0,141,151.8,120,13.3,2,1
MS,131,415,0,0,131.6,95,179.3,109,251.2,129,15.5,3,1
ME,57,415,0,33,193.4,105,231.6,79,226.2,90,11.1,11,2
MN,157,510,0,0,185.1,92,213.0,85,196.1,85,8.5,5,2
GA,194,510,0,0,193.3,106,169.0,150,225.2,122,11.8,4,0
DC,66,415,0,0,146.4,107,196.5,99,230.1,106,7.8,2,1
NY,123,415,0,0,123.2,104,190.0,117,170.3,95,12.9,5,4
OK,116,510,0,0,205.0,90,140.9,114,272.6,96,7.5,4,2
OK,63,415,0,0,128.7,78,240.8,133,237.7,121,12.8,6,1
GA,64,510,0,0,216.9,78,211.0,115,179.8,116,11.4,5,3
NJ,96,510,0,0,150.0,122,218.5,116,212.4,89,9.8,1,3
ME,105,510,0,0,212.0,113,226.6,128,193.6,114,8.9,7,3
MI,53,510,0,37,167.3,99,194.7,99,236.7,112,12.0,9,2
NE,129,510,0,30,177.3,95,211.8,102,240.2,108,9.3,7,3
VT,93,408,0,0,149.6,120,200.7,85,181.2,107,14.3,9,0
OH,115,510,1,0,345.3,81,203.4,106,217.5,107,11.8,8,1
AL,25,408,0,0,264.9,80,281.2,66,166.1,80,8.4,4,1
DC,73,408,0,0,122.0,92,138.3,114,224.2,128,5.8,5,1
DE,97,510,0,0,225.1,90,279.5,127,233.8,103,8.8,4,0
NY,148,408,0,0,208.4,120,174.4,99,310.7,105,11.2,4,1
AL,85,408,0,30,173.1,107,247.2,101,158.7,104,11.5,5,1
OK,86,510,1,0,162.4,131,167.0,102,128.9,118,11.4,2,2
MS,78,415,0,13,281.2,93,178.2,101,244.2,129,6.4,5,2
MD,106,415,0,0,208.3,89,169.4,67,102.0,90,15.9,4,3
AR,145,415,0,0,224.2,89,314.9,121,182.9,121,16.1,3,1
IL,91,415,0,0,189.3,100,239.3,107,89.7,89,9.9,3,3
UT,116,415,0,24,232.9,90,152.1,94,344.3,82,10.7,6,1
LA,69,415,0,37,155.0,98,142.4,105,143.7,117,5.9,4,1
ID,135,510,0,0,154.4,130,203.8,90,158.7,59,11.8,3,0
KY,73,510,0,0,234.7,102,195.7,110,253.4,71,8.4,8,2
MI,48,415,0,0,240.0,88,141.0,117,128.9,137,7.1,9,1
NH,125,415,1,0,298.4,78,270.5,142,107.3,84,12.2,2,0
WV,100,415,0,0,166.0,102,236.1,97,134.3,93,10.9,4,1
SD,64,415,0,0,174.5,98,180.2,103,179.0,89,10.7,2,2
MD,116,510,1,27,175.5,137,210.6,60,294.8,121,6.9,5,1
ND,147,408,1,35,157.5,109,189.6,67,227.0,76,11.1,2,3
MO,84,415,0,35,207.5,138,201.0,116,164.5,107,7.5,16,4
IL,86,510,0,16,144.8,105,206.2,111,255.4,117,11.6,2,4
UT,134,415,0,0,258.8,85,129.5,114,193.6,106,10.9,7,2
MI,105,415,0,0,226.9,106,182.2,77,203.9,107,11.6,2,0
AR,88,408,0,0,152.9,119,171.2,107,257.0,106,12.0,5,2
AK,86,408,0,0,150.8,85,295.9,88,247.2,104,12.5,1,1
NH,141,415,0,32,322.4,92,283.2,107,209.5,111,6.7,3,1
NM,148,408,0,0,153.6,148,262.1,87,225.5,99,9.8,3,2
MN,163,408,0,22,215.1,91,138.9,102,146.2,109,12.4,2,2
IA,89,415,0,35,174.4,108,196.7,100,127.4,74,11.8,3,1
RI,63,415,0,0,180.5,126,230.0,98,232.5,73,10.6,3,0
AL,102,415,0,0,123.1,106,182.0,102,244.6,75,12.6,7,2
SD,104,408,0,0,200.2,92,118.7,87,236.6,65,6.0,6,2
MT,63,415,0,33,184.2,111,312.6,89,264.0,55,12.2,4,1
KY,105,415,0,24,274.7,99,193.5,118,299.6,109,10.8,3,3
DC,68,415,1,39,142.0,140,241.6,89,302.0,72,11.3,5,1
CO,63,408,1,21,151.5,99,147.8,89,210.4,114,10.0,4,1
KS,91,408,1,0,246.4,110,182.0,98,157.6,106,12.1,2,2
NC,101,415,0,0,232.7,114,186.4,123,153.3,122,11.5,6,5
SC,116,408,0,0,288.0,120,255.8,90,233.4,99,13.4,4,0
CO,131,415,0,23,170.8,145,236.7,93,294.5,100,12.7,1,1
MN,84,415,0,0,216.1,114,197.5,107,217.8,104,9.8,3,1
WY,104,415,0,0,138.7,100,215.4,58,164.3,98,4.9,4,2
FL,108,510,0,0,210.7,112,238.7,73,253.6,90,9.2,5,3
NY,111,415,0,0,181.8,117,158.1,91,266.2,123,9.7,9,0
OK,155,408,0,30,61.6,103,255.1,110,225.9,96,12.4,5,1
ME,66,510,0,0,207.7,85,196.7,112,261.7,83,6.8,3,1
NE,64,510,0,0,219.2,73,167.0,65,161.4,119,10.0,5,1
OH,69,415,0,0,227.0,122,258.7,111,169.7,87,8.9,1,2
DC,101,415,0,0,257.3,84,184.8,115,108.9,109,13.5,7,0
OK,15,415,0,0,121.1,130,216.0,86,235.1,33,16.1,5,2
NJ,88,415,0,0,301.5,136,257.7,72,132.9,118,13.4,2,4
IA,197,415,0,0,233.9,96,218.9,111,182.9,109,9.5,3,0
VA,50,415,1,0,99.6,108,308.7,102,161.2,62,13.7,6,2
VA,172,510,0,0,169.8,123,183.1,94,395.0,72,12.7,7,2
NM,188,415,1,26,198.8,115,166.6,67,198.5,118,14.4,3,1
FL,85,408,1,0,116.2,86,229.7,127,204.2,109,10.1,3,3
RI,103,510,1,0,255.9,128,140.9,92,308.9,130,12.1,2,1
NJ,136,408,0,27,187.7,84,221.0,147,145.7,110,10.0,4,3
NE,155,408,0,21,195.9,91,213.9,84,88.2,111,8.6,4,0
WV,145,415,0,0,129.4,97,185.4,101,204.7,106,1.1,2,2
WY,116,510,0,12,221.0,108,151.0,118,179.0,80,9.0,6,2
SC,152,408,0,0,140.5,92,186.8,96,227.0,89,9.5,5,2
MS,65,415,1,0,277.9,123,155.8,112,256.9,71,9.2,10,0
ND,180,415,0,0,224.9,105,250.0,101,216.1,73,6.7,5,3
IL,67,415,0,0,109.1,117,217.4,124,188.4,141,12.8,6,0
OR,60,415,0,0,207.8,109,123.5,112,291.6,115,5.7,9,0
IA,44,415,0,0,308.6,139,150.8,94,198.7,66,7.3,3,4
ME,25,510,0,0,242.6,69,209.0,117,219.7,82,14.4,6,2
WY,145,408,0,0,229.6,82,138.1,103,250.8,109,3.3,3,1
WI,122,510,0,28,166.0,62,233.9,88,170.1,84,7.7,3,2
SC,121,415,0,0,144.8,126,200.6,82,208.8,81,13.3,9,0
DC,55,510,1,0,106.1,77,123.5,100,96.4,92,12.9,3,0
CT,77,415,0,0,221.8,84,166.0,125,210.2,72,13.2,4,1
OR,12,415,0,0,204.6,98,212.5,90,182.1,95,9.8,7,2
OR,64,510,0,0,213.5,93,166.6,114,122.0,78,14.1,3,3
NV,92,415,0,44,152.0,95,274.9,73,162.4,121,10.0,1,2
MN,125,415,1,29,260.8,81,163.7,112,271.7,117,17.0,6,1
OK,160,408,0,0,166.4,117,317.0,129,160.4,121,10.0,2,1
KS,79,415,0,0,177.9,83,167.3,84,223.7,142,15.2,8,0
RI,36,415,0,0,235.1,97,196.8,104,259.7,110,7.0,7,3
IL,138,408,1,0,268.4,81,174.4,115,193.5,96,11.6,4,1
WI,72,408,0,0,179.9,113,149.8,112,168.2,79,9.8,7,2
MI,74,415,0,0,314.1,86,222.4,99,259.0,121,12.3,5,3
MI,134,415,0,41,162.0,82,324.7,77,160.1,112,11.9,5,0
MA,145,415,0,0,175.8,89,274.3,119,226.6,69,12.4,4,1
AL,136,510,0,0,109.4,91,207.5,111,135.0,107,11.6,5,0
WI,66,415,1,0,208.7,84,173.3,88,264.7,107,8.3,3,3
VT,152,510,0,20,214.6,108,96.6,82,170.7,145,7.9,5,1
CT,162,408,0,0,49.2,121,143.9,136,203.0,97,12.1,13,1
OR,72,510,0,0,141.3,133,134.9,96,227.5,97,11.2,3,2
HI,101,415,0,0,253.2,89,237.9,114,154.3,85,9.7,7,4
WV,125,415,0,0,206.0,128,198.1,71,135.9,116,13.2,3,0
RI,46,408,0,0,40.4,105,172.4,83,145.1,89,9.0,2,2
MI,132,408,0,0,291.2,104,234.2,132,191.7,87,8.9,3,1
ME,193,415,0,31,71.2,58,124.7,105,155.5,108,11.7,3,0
WV,63,510,0,0,261.8,69,245.0,135,202.1,94,14.7,4,0
NE,124,510,0,0,191.3,134,261.5,113,182.3,111,10.0,3,1
DC,144,415,0,0,133.3,101,255.5,127,228.6,68,11.6,2,0
NH,97,408,0,28,283.1,93,185.4,98,312.8,78,6.1,8,1
WV,137,510,0,50,186.5,94,178.0,106,215.6,100,12.1,4,2
IL,142,415,0,38,163.3,104,136.0,114,249.1,127,4.3,6,0
NH,119,415,0,19,178.1,110,212.8,100,226.3,123,10.0,6,1
MI,158,415,0,0,195.9,103,89.1,95,302.2,82,10.3,3,1
ND,50,415,0,0,295.3,127,127.4,100,166.8,105,9.6,6,1
LA,98,408,0,0,136.1,82,156.3,118,158.8,83,10.1,5,2
HI,101,415,0,24,114.1,95,161.5,86,176.3,90,13.0,9,2
WV,51,408,0,0,169.3,111,139.5,69,197.0,87,12.0,3,0
NC,117,510,0,0,214.4,94,138.0,149,148.7,102,9.9,1,2
PA,92,415,1,0,255.8,125,142.7,111,181.2,101,11.7,3,0
MI,86,408,0,0,148.2,71,285.1,91,166.4,155,6.2,3,2
WY,122,415,0,0,119.3,93,223.9,103,211.9,122,8.7,4,2
NJ,156,408,0,27,192.3,137,199.9,115,244.2,112,14.8,8,1
NJ,127,510,0,0,245.2,91,217.2,92,243.1,128,13.9,6,0
NC,130,408,1,0,216.2,106,363.7,86,126.7,123,16.9,2,5
NM,158,408,0,0,172.4,114,256.6,69,235.3,104,0.0,0,2
MS,145,510,1,30,175.3,107,153.3,116,233.6,85,11.1,3,1
TX,90,415,1,26,169.0,104,188.8,104,213.3,76,13.3,3,0
OK,127,510,0,27,2.6,113,254.0,102,242.7,156,9.2,5,3
ID,109,415,0,0,184.1,143,211.7,105,243.0,116,9.9,2,1
AL,88,415,0,0,181.9,90,151.5,87,143.0,100,7.5,3,1
WY,101,510,0,9,160.1,116,210.0,121,139.1,65,10.8,9,0
VA,21,415,0,0,223.2,142,216.5,114,214.7,111,12.4,2,1
WV,145,408,0,31,216.0,94,225.1,123,234.7,109,10.7,1,2
CA,33,408,0,0,159.5,115,195.4,118,102.4,86,7.1,7,1
PA,61,408,0,40,105.0,78,180.6,100,174.1,115,10.2,2,2
CO,107,415,0,0,204.5,108,162.4,110,155.0,102,13.4,1,3
MD,147,408,0,0,274.0,92,231.8,82,283.6,83,6.2,1,0
AL,95,415,0,0,229.9,116,202.4,110,171.4,105,14.2,6,1
MI,128,415,0,0,179.4,94,270.4,92,191.0,88,7.9,4,0
OH,134,415,0,0,7.8,86,171.4,100,186.5,80,12.9,2,2
IN,96,415,0,23,183.1,88,147.4,89,350.2,108,11.3,7,1
SC,107,415,0,0,206.9,79,262.4,117,149.3,69,10.7,3,0
KS,123,415,0,0,140.0,106,153.7,101,50.1,87,12.5,1,2
OK,35,415,0,0,179.2,59,283.3,101,285.4,83,5.8,7,2
IL,137,408,1,0,237.3,103,176.7,84,263.4,81,14.2,4,0
TN,88,415,0,0,181.5,116,187.0,119,220.3,96,10.5,7,1
NC,116,408,0,19,155.7,104,185.4,118,192.7,116,8.2,2,3
RI,123,510,0,23,245.0,88,265.0,105,239.7,108,14.9,3,2
VA,146,415,1,0,111.1,126,313.4,95,215.7,82,10.5,6,1
KY,106,510,0,9,88.5,100,324.8,109,79.9,86,8.2,4,3
NV,121,408,0,44,116.0,85,150.1,120,246.8,98,12.0,2,1
WI,137,510,0,0,155.5,81,133.1,94,253.1,77,9.1,2,1
NE,67,510,0,31,175.2,68,199.2,73,219.8,99,13.2,6,1
WI,161,408,0,0,154.7,84,177.8,125,172.9,90,5.9,2,4
ME,62,415,1,32,218.4,93,236.7,132,192.2,137,13.2,3,0
WY,120,415,0,24,227.5,81,234.9,71,166.4,128,9.0,13,1
IN,130,408,0,30,185.0,117,249.5,141,157.8,103,7.4,7,0
WI,20,408,0,0,186.8,89,253.4,51,273.1,105,12.3,6,2
CA,112,415,0,0,208.7,150,212.8,104,178.1,98,8.5,4,0
IN,77,408,0,0,185.9,95,212.0,98,282.3,81,11.3,4,3
SC,109,415,0,0,222.5,74,169.7,75,264.3,94,9.0,3,2
IN,108,415,0,0,201.1,101,170.7,86,237.4,113,11.6,3,3
IA,79,415,0,17,167.9,114,243.7,93,211.9,114,9.1,2,1
MN,38,510,0,0,175.7,109,211.8,97,137.9,109,9.2,3,5
AR,109,415,0,29,111.2,90,263.5,98,224.7,128,9.0,6,6
MS,78,415,0,0,87.7,74,214.8,58,201.3,147,10.8,6,1
MN,134,415,0,0,244.1,99,246.9,111,200.0,133,7.2,2,0
WA,47,415,0,27,165.0,89,127.3,118,284.4,95,7.7,4,2
MS,59,408,0,27,127.4,110,103.3,99,164.2,73,9.1,3,0
